Index	Name_Teigtasche	Name_Landesprache	Landesindex	Zubereitungsart	Beschaffenheit	Verspeisungsart	Besonderes	Info	Link	Description
210	Pflaumenbällchen	Gombóc 	186	gekocht	na	mit Zucker	na	na	https://myriadrecipes.com/gomboc-hungarian-plum-dumplings/	Ungarische Gombóc sind traditionelle Knödel_ die sowohl süß als auch herzhaft zubereitet werden können. Die süße Variante besteht meist aus einem weichen Teig aus Kartoffeln oder Mehl_ der mit einer Füllung aus Obst wie Pflaumen_ Kirschen oder Äpfeln gefüllt ist. Diese Knödel werden dann gekocht und oft mit Zucker_ Zimt und gerösteten Semmelbröseln serviert. Die herzhafte Variante wird häufig mit Fleisch oder anderen pikanten Füllungen wie Sauerkraut zubereitet. Gombóc sind ein beliebtes Gericht in der ungarischen Küche_ das sowohl als Hauptgericht als auch als Dessert serviert wird und für seine zarte Textur und seinen köstlichen Geschmack bekannt ist.
211	Empanadas Uruguay	Empanadas uruguayas	187	gebacken	na	pur	na	na	https://jennyisbaking.com/de/2019/10/25/traditionelle-uruguayische-empanadas/	Empanadas Uruguayas sind eine der beliebtesten und traditionellen Spezialitäten in Uruguay. Diese Teigtaschen bestehen aus einem dünnen_ knusprigen Teig_ der mit einer köstlichen Füllung aus verschiedenen Zutaten gefüllt wird. Die klassische Füllung umfasst meist Rindfleisch_ Zwiebeln_ Eiern_ Oliven und Gewürze_ aber auch Hühnchen_ Käse oder sogar Schinken können verwendet werden. Die Empanadas werden in der Regel gebacken_ obwohl sie auch frittiert werden können. Sie sind ein beliebtes Streetfood und werden oft bei Festen_ Familienfeiern oder als Snack serviert. In Uruguay gibt es sogar regionale Variationen_ bei denen die Füllung je nach Vorlieben oder saisonalen Zutaten angepasst wird. Die Empanadas Uruguayas sind nicht nur für ihren Geschmack bekannt_ sondern auch für ihre Vielseitigkeit und die Möglichkeit_ sie sowohl warm als auch kalt zu genießen.
212	uzbek Manti	Манты	188	gedämpft	na	mit saurer Sahne	na	na	https://petersfoodadventures.com/manti/	Usbekische Manti sind traditionelle_ gefüllte Teigtaschen_ die in Usbekistan sehr beliebt sind. Der Teig wird dünn ausgerollt und mit einer herzhaften Mischung aus Hackfleisch (meist Lamm oder Rind)_ Zwiebeln und Gewürzen wie Kreuzkümmel und Pfeffer gefüllt. Die Teigtaschen werden dann sorgfältig zusammengedrückt und in einem Dampfgarer gegart_ was ihnen eine zarte_ saftige Textur verleiht. Manti werden oft mit einer Portion Joghurt oder einer scharfen Sauce serviert und sind ein wesentlicher Bestandteil der usbekischen Küche_ sowohl bei festlichen Anlässen als auch im täglichen Leben. Sie sind bekannt für ihren herzhaften Geschmack und die großzügige Füllung.
213	na	na	189	na	na	na	na	na	na	na
214	na	na	190	na	na	na	na	na	na	na
215	Bollo Pelón	Bollo Pelón	191	gebraten	na	mit Käse	na	na	https://blog.amigofoods.com/index.php/venezuelan-fooods/bollo-pelon/	Bollo Pelón aus Venezuela ist eine traditionelle_ herzhafte Speise_ die vor allem in den ländlichen Regionen des Landes beliebt ist. Es handelt sich um ein aus Maismehl hergestelltes Gericht_ das zu einer festen Kugel geformt wird und mit einer würzigen Fleischfüllung aus Schweine- oder Rindfleisch_ Zwiebeln_ Paprika und Gewürzen gefüllt ist. Der Teig wird anschließend in Wasser gekocht_ wodurch der Bollo Pelón eine kompakte und zarte Textur erhält. Oft wird es mit einer Sauce aus Tomaten und Brühe serviert_ um den Geschmack zu verstärken. Dieses Gericht ist sättigend und ein typisches Beispiel für die venezolanische Küche_ das oft bei besonderen Anlässen oder als Teil eines Familienessens genossen wird.
216	Lqeimat	لقمة القاضي	192	frittiert	na	mit Dattelsirup	na	na	https://www.thebigsweettooth.com/lqeimat-emirati-yeasted-dumplings/	Luqaimat aus den Vereinigten Arabischen Emiraten sind süße_ frittierte Teigbällchen_ die eine knusprige Außenschicht und eine weiche_ luftige Innenseite haben. Der Teig wird aus Mehl_ Hefe_ Zucker und Gewürzen wie Kardamom und Safran hergestellt_ was den Bällchen einen einzigartigen Geschmack verleiht. Nachdem sie frittiert werden_ werden die Luqaimat oft mit einer großzügigen Menge süßem Sirup oder Dattelsirup übergossen und mit Sesam bestreut. Diese Delikatesse ist besonders während des Ramadan und bei festlichen Anlässen in den Vereinigten Arabischen Emiraten sehr beliebt und wird sowohl als Snack als auch als Dessert genossen.
217	Hot pockets	Hot pockets	193	gebacken	na	mit Ranch	na	na	https://www.derstandard.de/story/3000000206262/rezept-fuer-hot-pockets	Hot Pockets sind praktische_ gefrorene Teigtaschen_ die mit einer Vielzahl von Füllungen_ wie z.B. Käse_ Fleisch_ Gemüse oder auch Pizza-Zutaten_ gefüllt sind. Der Teig ist meist aus Blätterteig oder einem ähnlichen Teig_ der beim Erwärmen knusprig wird. Hot Pockets werden oft in der Mikrowelle oder im Ofen erwärmt und bieten eine schnelle und einfache Mahlzeit oder einen Snack. Sie sind in vielen verschiedenen Geschmacksrichtungen erhältlich und besonders in den USA ein beliebtes Fertiggericht für zwischendurch.
218	Britische Suet Knödel	British Suet Dumplings	194	gekocht	na	mit Suppe	na	na	https://www.easypeasyfoodie.com/traditional-british-suet-dumplings/	British Suet Dumplings sind traditionelle britische Knödel_ die aus Suet (Rindertalg) hergestellt werden. Der Teig besteht aus Mehl_ Backpulver_ Suet_ Salz und Wasser und wird zu kleinen Kugeln oder Klößchen geformt. Diese Knödel werden in der Regel in Eintöpfen oder Schmorgerichten gegart_ wodurch sie eine weiche_ luftige Textur erhalten und die Aromen der Saucen aufnehmen. Suet Dumplings sind ein beliebtes Gericht in Großbritannien_ besonders in kalten Monaten_ und werden oft als Beilage zu Fleischgerichten oder in Suppen und Eintöpfen serviert.
219	Shrimp and Pork Dumplings	Bánh Bôt Loc	195	gekocht	na	mit Chili	na	na	https://www.wokandkin.com/banh-bot-loc/	Bánh bột lọc ist ein traditionelles vietnamesisches Gericht aus der Region Zentralvietnam. Es besteht aus kleinen_ durchsichtigen Teigtaschen_ die mit einer Füllung aus Garnelen_ Schweinefleisch und manchmal auch Pilzen oder Knoblauch gefüllt sind. Der Teig wird aus Reismehl und Tapiokamehl hergestellt_ wodurch die Teigtaschen eine zähe_ elastische Textur erhalten. Die Teigtaschen werden gedämpft und meist in einem Blatt aus Kautschukbaumblättern serviert. Bánh bột lọc ist bekannt für seinen frischen_ herzhaften Geschmack und wird häufig mit einer scharfen Fischsauce oder einer Kräutersoße serviert. Es ist ein beliebtes Streetfood und wird oft bei Festen oder besonderen Anlässen in Vietnam genossen.
220	Kalduny	калдуны́	196	gebraten	na	mit saurer Sahne	na	na	https://potatoworld.eu/magazine/04-2018/kolduny-from-belarus/	Kalduny sind traditionelle belarussische Teigtaschen_ die mit einer herzhaften Füllung zubereitet werden. Der Teig besteht meist aus Mehl_ Ei und Wasser_ und die Füllung variiert je nach Region_ häufig jedoch aus Hackfleisch (meist Schwein oder Rind)_ Zwiebeln und Gewürzen. Kalduny werden in der Regel gekocht und oft mit einer Zwiebelbuttersoße oder Sauerrahm serviert. Diese Teigtaschen sind in der belarussischen Küche ein beliebtes Gericht und werden oft zu festlichen Anlässen oder als sättigende Mahlzeit im Alltag genossen. Sie sind bekannt für ihre zarte Textur und den herzhaften Geschmack der Füllung.
221	Samosas ZAR	Mbala	197	frittiert	na	mit Limette	na	na	https://nadiasmeza.com/2025/03/11/samosa/	Mbala (auch bekannt als Sambusas) sind knusprige Teigtaschen_ die in der Zentralafrikanischen Republik sehr beliebt sind. Sie bestehen aus einem dünnen Teig_ der mit einer würzigen Füllung aus Fleisch (meist Rind oder Huhn)_ Gemüse oder Linsen gefüllt ist. Die Füllung wird mit verschiedenen Gewürzen abgeschmeckt_ um einen intensiven Geschmack zu erzielen. Die Teigtaschen werden dann frittiert_ sodass sie außen knusprig und innen saftig sind. Mbala sind ein beliebter Snack oder eine Beilage und werden oft auf Straßenmärkten oder bei festlichen Anlässen serviert.
222	Bourekia me Anari	Μπουρέκια με Άννα	198	fritiert	süße Teigtasche mit Käse	mit Puderzucker	na	Teigtasche aus Zypern	https://breakfast-world.com/bourekia-me-anari-aus-zypern	Bourekia me Anari ist ein traditionelles zypriotisches Gericht_ das aus frittierten Teigtaschen besteht_ die mit Anari_ einem milden und weichen Ziegenkäse_ gefüllt sind. Der Teig wird dünn ausgerollt und mit der Käsefüllung belegt_ bevor die Teigtaschen zusammengeklappt und versiegelt werden. Die Bourekia werden dann frittiert_ bis sie goldbraun und knusprig sind. Sie sind oft als Snack oder Vorspeise beliebt und werden häufig mit etwas Honig beträufelt_ was ihnen eine süße Note verleiht. Bourekia me Anari sind für ihren köstlichen Geschmack und die Kombination aus der knusprigen Außenhülle und der weichen_ cremigen Käsefüllung bekannt.
223	na	na	18	na	na	na	na	na	na	
224	na	na	26	na	na	na	na	na	na	
225	na	na	28	na	na	na	na	na	na	
226	na	na	32	na	na	na	na	na	na	
227	na	na	37	na	na	na	na	na	na	
228	na	na	47	na	na	na	na	na	na	
229	na	na	55	na	na	na	na	na	na	
230	na	na	64	na	na	na	na	na	na	
231										
232	Khuushuur	хуушуур	115	frittiert	na	mit Ketchup	na	na	https://www.mongolfood.info/de/rezepte/khuushuur.html	Khuushuur sind traditionelle mongolische Teigtaschen_ die mit gewürztem Fleisch_ meist Lamm oder Rind_ gefüllt sind. Der Teig wird aus Mehl_ Wasser und etwas Salz zubereitet und zu kleinen runden oder halbmondförmigen Taschen geformt. Die Füllung besteht nicht nur aus Fleisch_ sondern auch aus Zwiebeln und Gewürzen_ die dem Gericht einen würzigen Geschmack verleihen. Khuushuur werden in heißem Öl frittiert_ bis sie goldbraun und knusprig sind. Sie sind ein beliebtes Street Food in der Mongolei und werden oft als Snack oder Hauptgericht gegessen. Khuushuur bieten eine köstliche Kombination aus knusprigem Teig und saftiger_ würziger Füllung.
